央视,#genre#
CCTV-3HD,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-3HD,http://111.20.40.160/PLTV/88888893/224/3221226397/1.m3u8
CCTV-3HD,http://111.20.35.103:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-3HD,http://39.134.64.179:6610/PLTV/88888888/224/3221226021/index.m3u8?
CCTV-3HD,http://39.134.65.194/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3HD,http://39.134.65.196/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3HD,http://39.134.65.239/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3HD,http://39.134.65.215/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3HD,http://39.134.65.249/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3HD,http://39.134.65.247/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3HD,http://39.134.65.243/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3HD,http://[2409:8087:5011:1020::20]/180000001002/00000001000000000008000000047432/main.m3u8?IASHttpSessionId=OTT
CCTV-3HD,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000051/main.m3u8?IASHttpSessionId=OTT
CCTV-3HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=8378175926191110263&livemode=1&stbId=3&channel-id=ystenlive
CCTV-3HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000004000008883&livemode=1&stbId=3&channel-id=bestzb
CCTV-3HD,http://39.134.65.213/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3HD,http://39.134.65.211/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3HD,http://39.134.65.251/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3HD,http://39.134.65.207/PLTV/88888888/224/3221225799/1.m3u8
CCTV-4HD,http://39.134.240.2/PLTV/2/224/3221225829/index.m3u8
CCTV-4HD,http://183.215.116.134:6610/180000001001/00000001000000001001000000000052/main.m3u8?IASHttpSessionId=OTT
CCTV-4HD,http://183.215.116.134:6610/180000001001/00000001000000000008000000047433/main.m3u8?IASHttpSessionId=OTT
CCTV-4HD,http://[2409:8087:5011:1020::2d]/180000001002/00000001000000000008000000047433/main.m3u8?IASHttpSessionId=OTT
CCTV-4HD,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000052/main.m3u8?IASHttpSessionId=OTT
CCTV-4HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000005000030093&livemode=1&stbId=3&channel-id=bestzb
CCTV-4HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=1000000002000031664&livemode=1&stbId=3&channel-id=ystenlive
CCTV-4HD,http://111.20.40.160/PLTV/88888893/224/3221226191/1.m3u8
CCTV-4HD,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-4HD,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-4HD,http://111.20.35.103:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-4HD,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-4HD,http://111.20.35.103:6610/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-4HD,https://jwplay.hebyun.com.cn/live/cctv6/1500k/tzwj_video.m3u8
CCTV-4HD,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8
CCTV-4HD,http://122.97.219.244:8098/live/CCTV4/1.m3u8
CCTV-4HD,https://iptv.luas.edu.cn/liverespath/c70d81eefb04fef7777c2a5aab4ddc9459ce4246/be408c5fa0-0-0-92d00c7a784819150ac27845b0cafa9b/index.m3u8
CCTV-4HD,http://gdpy.f3322.net:9901/tsfile/live/1073_1.m3u8
CCTV-5HD,http://39.134.240.2/PLTV/1/224/3221225564/index.m3u8
CCTV-5HD,http://39.134.240.2/PLTV/1/224/3221226102/index.m3u8
CCTV-5HD,http://183.215.116.134:6610/180000001001/00000001000000000008000000047434/main.m3u8?IASHttpSessionId=OTT
CCTV-5HD,http://39.134.240.2/PLTV/2/224/3221225827/index.m3u8
CCTV-5HD,http://183.215.116.134:6610/180000001001/00000001000000001001000000000053/main.m3u8?IASHttpSessionId=OTT
CCTV-5HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000010000016619&livemode=1&stbId=3&channel-id=bestzb
CCTV-5HD,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=1000000001000004794&livemode=1&stbId=3&channel-id=ystenlive
CCTV-5HD,http://39.134.67.110/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5922040007130019836&livemode=1&stbId=3&channel-id=bestzb
CCTV-5HD,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5HD,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5HD,http://111.20.40.160/PLTV/88888893/224/3221226395/1.m3u8
CCTV-5HD,http://111.20.35.103:6610/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-5HD,http://39.134.65.243/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://39.134.65.194/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://39.134.65.211/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://39.134.65.247/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://39.134.65.198/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://39.134.65.245/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000053/main.m3u8?IASHttpSessionId=OTT
CCTV-5HD,http://[2409:8087:5011:1020::28]/180000001002/00000001000000000008000000047434/main.m3u8?IASHttpSessionId=OTT
CCTV-5HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000004000008885&livemode=1&stbId=3&channel-id=bestzb
CCTV-5HD,http://39.134.65.239/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://39.134.65.251/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://39.134.65.249/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://39.134.65.207/PLTV/88888888/224/3221225818/1.m3u8
CCTV-6HD,http://39.134.240.2/PLTV/1/224/3221226104/index.m3u8
CCTV-6HD,http://183.215.116.134:6610/180000001001/00000001000000000008000000047435/main.m3u8?IASHttpSessionId=OTT
CCTV-6HD,http://39.134.240.2/PLTV/2/224/3221225825/index.m3u8
CCTV-6HD,http://183.215.116.134:6610/180000001001/00000001000000001001000000000054/main.m3u8?IASHttpSessionId=OTT
CCTV-6HD,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901_fhd.m3u8
CCTV-6HD,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=1000000001000016466&livemode=1&stbId=3&channel-id=ystenlive
CCTV-6HD,http://39.134.67.110/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000010000018433&livemode=1&stbId=3&channel-id=bestzb
CCTV-6HD,http://111.20.35.103:6610/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-6HD,http://111.20.35.103:6610/yinhe/2/ch00000090990000001859/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-6HD,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-6HD,http://111.20.40.160/PLTV/88888893/224/3221226393/1.m3u8
CCTV-6HD,http://39.134.65.196/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6HD,http://39.134.65.251/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6HD,http://39.134.65.209/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6HD,http://39.134.65.249/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6HD,http://39.134.65.215/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6HD,http://39.134.65.247/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6HD,http://39.134.65.211/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6HD,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000054/main.m3u8?IASHttpSessionId=OTT
CCTV-6HD,http://[2409:8087:5011:1020::15]/180000001002/00000001000000000008000000047435/main.m3u8?IASHttpSessionId=OTT
CCTV-6HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5919402815101985320&livemode=1&stbId=3&channel-id=bestzb
CCTV-6HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000004000008886&livemode=1&stbId=3&channel-id=bestzb
CCTV-6HD,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-6HD,http://39.134.65.239/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6HD,http://39.134.64.179:6610/PLTV/88888888/224/3221226010/index.m3u8?
CCTV-6HD,http://39.134.65.213/PLTV/88888888/224/3221225814/1.m3u8
CCTV-7HD,http://39.134.240.2/PLTV/1/224/3221226376/index.m3u8
CCTV-7HD,http://183.215.116.134:6610/180000001001/00000001000000000008000000047436/main.m3u8?IASHttpSessionId=OTT
CCTV-7HD,http://39.134.240.2/PLTV/2/224/3221225823/index.m3u8
CCTV-7HD,http://183.215.116.134:6610/180000001001/00000001000000001001000000000055/main.m3u8?IASHttpSessionId=OTT
CCTV-7HD,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000055/main.m3u8?IASHttpSessionId=OTT
CCTV-7HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000005000026715&livemode=1&stbId=3&channel-id=bestzb
CCTV-7HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=1000000001000017218&livemode=1&stbId=3&channel-id=ystenlive
CCTV-7HD,http://39.134.67.110/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-7HD,http://111.20.35.103:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-7HD,http://39.134.65.209/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.194/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.247/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.251/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.243/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.211/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.200/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.207/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.64.179:6610/PLTV/88888888/224/3221225733/index.m3u8?
CCTV-7HD,http://[2409:8087:5011:1020::2a]/180000001002/00000001000000000008000000047436/main.m3u8?IASHttpSessionId=OTT
CCTV-7HD,http://39.134.65.215/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.213/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.249/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-7HD,http://122.97.219.244:8098/live/CCTV7/1.m3u8
CCTV-8HD,http://39.134.240.2/PLTV/1/224/3221225610/index.m3u8
CCTV-8HD,http://39.134.240.2/PLTV/1/224/3221226106/index.m3u8
CCTV-8HD,http://183.215.116.134:6610/180000001001/00000001000000000008000000047437/main.m3u8?IASHttpSessionId=OTT
CCTV-8HD,http://39.134.240.2/PLTV/2/224/3221225821/index.m3u8
CCTV-8HD,http://183.215.116.134:6610/180000001001/00000001000000001001000000000056/main.m3u8?IASHttpSessionId=OTT
CCTV-8HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000010000018377&livemode=1&stbId=3&channel-id=bestzb
CCTV-8HD,http://39.134.67.110/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=1000000001000003736&livemode=1&stbId=3&channel-id=ystenlive
CCTV-8HD,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://111.20.35.103:6610/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-8HD,http://111.20.40.160/PLTV/88888893/224/3221226391/1.m3u8
CCTV-8HD,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8HD,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8HD,http://39.134.65.213/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.209/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.196/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.245/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.249/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.251/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.211/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000056/main.m3u8?IASHttpSessionId=OTT
CCTV-8HD,http://[2409:8087:5011:1020::28]/180000001002/00000001000000000008000000047437/main.m3u8?IASHttpSessionId=OTT
CCTV-8HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=8845820895945979833&livemode=1&stbId=3&channel-id=bestzb
CCTV-8HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000004000008888&livemode=1&stbId=3&channel-id=bestzb
CCTV-8HD,http://39.134.64.179:6610/PLTV/88888888/224/3221226008/index.m3u8?
CCTV-8HD,http://39.134.65.207/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.247/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.200/PLTV/88888888/224/3221225795/1.m3u8
CCTV-9HD,http://39.134.240.2/PLTV/1/224/3221226380/index.m3u8
CCTV-9HD,http://39.134.240.2/PLTV/2/224/3221225819/index.m3u8
CCTV-9HD,http://183.215.116.134:6610/180000001001/00000001000000000008000000047438/main.m3u8?IASHttpSessionId=OTT
CCTV-9HD,http://183.215.116.134:6610/180000001001/00000001000000001001000000000057/main.m3u8?IASHttpSessionId=OTT
CCTV-9HD,http://[2409:8087:5011:1020::2a]/180000001002/00000001000000000008000000047438/main.m3u8?IASHttpSessionId=OTT
CCTV-9HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=1000000001000028286&livemode=1&stbId=3&channel-id=ystenlive
CCTV-9HD,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.67.110/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://111.20.35.103:6610/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-9HD,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9HD,http://39.134.65.200/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.64.179:6610/PLTV/88888888/224/3221225734/index.m3u8?
CCTV-9HD,http://39.134.65.211/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.215/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.209/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.213/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.249/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.243/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.196/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.247/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000057/main.m3u8?IASHttpSessionId=OTT
CCTV-9HD,http://39.134.65.251/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.207/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9HD,https://iptv.luas.edu.cn/liverespath/0d0f0da65ba843b8d1dd6fed315bfea896ddd20d/3fff683804-0-0-6ce6cd465acf07489402f7dcf821c7d1/index.m3u8
CCTV-9HD,http://183.224.43.183:8007/TV/0/00000001000000050000000000000111/108.m3u8
CCTV-9HD,http://gdpy.f3322.net:9901/tsfile/live/1078_1.m3u8
CCTV-10HD,http://39.134.240.2/PLTV/1/224/3221226382/index.m3u8
CCTV-10HD,http://183.215.116.134:6610/180000001001/00000001000000000008000000047439/main.m3u8?IASHttpSessionId=OTT
CCTV-10HD,http://39.134.240.2/PLTV/2/224/3221225817/index.m3u8
CCTV-10HD,http://183.215.116.134:6610/180000001001/00000001000000001001000000000058/main.m3u8?IASHttpSessionId=OTT
CCTV-10HD,http://[2409:8087:5011:1020::19]/180000001002/00000001000000000008000000047439/main.m3u8?IASHttpSessionId=OTT
CCTV-10HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=1000000001000026367&livemode=1&stbId=3&channel-id=ystenlive
CCTV-10HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000010000016738&livemode=1&stbId=3&channel-id=bestzb
CCTV-10HD,http://111.20.35.103:6610/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-10HD,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-10HD,http://39.134.64.179:6610/PLTV/88888888/224/3221225730/index.m3u8?
CCTV-10HD,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-10HD,http://183.224.43.183:8007/TV/0/00000001000000050000000000000112/107.m3u8
CCTV-10HD,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000058/main.m3u8?IASHttpSessionId=OTT
CCTV-10HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=9092756522938817434&livemode=1&stbId=3&channel-id=bestzb
CCTV-10HD,http://39.134.67.110/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://gslbserv.itv.cmvideo.cn/index.m3u8?Contentid=5000000004000012827&livemode=1&stbId=3&channel-id=bestzb
CCTV-10HD,http://39.134.65.243/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.249/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.209/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.211/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.215/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.239/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.194/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.196/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.245/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.251/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.213/PLTV/88888888/224/3221225677/1.m3u8
CCTV-11HD,http://39.134.240.2/PLTV/1/224/3221226594/index.m3u8
CCTV-11HD,http://183.215.116.134:6610/180000001001/00000001000000000026000000446966/main.m3u8?IASHttpSessionId=OTT
CCTV-11HD,http://183.215.116.134:6610/180000001001/00000001000000001019000000352943/main.m3u8?IASHttpSessionId=OTT
CCTV-11HD,http://[2409:8087:5011:1020::26]/180000001002/00000001000000000026000000446966/main.m3u8?IASHttpSessionId=OTT
CCTV-11HD,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001019000000352943/main.m3u8?IASHttpSessionId=OTT
